,Nom de l'entreprise,Numéro et voie,Ville,Code postal,Commune,Numéro de téléphone,Numéro de fax,Site internet,E-mail générique,Numéro Siren,"Chiffre d'affaires net (H.T.)
kEUR
Dernière année disp.","Chiffre d'affaires net (H.T.)
kEUR
Année - 1","Dirigeant
Nom complet","Dirigeant
Personne physique ou morale",Description de l’activité,Activité principale de l'entreprise INSEE,"NAF Rév. 2, code principal (code)","Dirigeant
Age","Dirigeant
Nom",Commentaires 
4855.,JAC,CENTRE COMMERCIAL BASSES VIOUGUES,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 55 05 50,,,,493360747,"2,918","2,472",M. Frederic Msika,Personne,"Achat, vente, location, distribution de matériel de téléphonie et d'accessoires.",Télécommunications sans fil,6120Z,43,Msika,
10327.,LES ARCHES PROVENCALES,169 AVENUE LEON BLUM,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 53 06 53,,,,388901241,944,"1,079",M. Jacques Cholley,Personne,Exploitation d'un etablissement suivant le systeme Macdonald's,Activités des sociétés holding,6420Z,71,Cholley,
2033.,SOCIETE D ECONOMIE MIXTE IMMOBILIERE DE LA VILLE DE SALON DE PROVENCE,PLACE DE L HOTEL DE VILLE,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 53 16 81,04 90 53 30 14,www.semisap.fr,,635880495,"6,660","6,300",M. Nicolas Isnard,Personne,,Location de logements,6820A,47,Isnard,
4642.,CABINET MLA,64 COURS CARNOT,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 56 21 38,04 90 56 43 17,www.groupe-mla.com,accueilmla@groupe-mla.com,388040271,"3,066","3,257",M. Jean-Marc Magnin,Personne,"Acquisition d'actions de la societe d'expertise comptable cabinet Michel et Larguier, associes dans le cadre de l'ensemble des textes regissant le rachat d'une entreprise par ses salaries",Activités comptables,6920Z,52,Magnin,
7372.,PANSIER,455 BOULEVARD DE LA REPUBLIQUE,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 56 24 11,04 90 56 67 59,,pansier@espacemozaik.com,388169617,"1,723","1,684",M. Thierry Berger,Personne,Exercice de la profession d'expert-comptable.,Activités comptables,6920Z,56,Berger,
9833.,CEC VD,PLACE JULES MORGAN,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 56 34 48,04 90 56 35 58,,,498462589,"1,050","1,027",M. Didier Vert,Personne,Exercice de la profession d'expert-comptable.,Activités comptables,6920Z,60,Vert,
8909.,ATELIER D'ARCHITECTURE ARCADIA,139 A CHEMIN DES MAGATIS,SALON DE PROVENCE,13300,Salon-de-Provence,04 42 55 24 40,04 42 55 32 27,,,334579752,"1,283","1,165",M. Michel Teissier,Personne,,Activités d'architecture,7111Z,63,Teissier,
7863.,MESURE ET SERVICES,419 BOULEVARD DE LA REPUBLIQUE,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 59 86 87,04 90 59 84 78,www.mesureetservices.fr,contact@mesureetservices.fr,441585478,"1,566","1,457",M. Jean-Guy M Mas,Personne,"Ingéniérie des fluides et flux, mesures et vérifications d'instruments et installation diverses, consultant formateur dans ces domaines.","Ingénierie, études techniques",7112B,66,M Mas,
4156.,MTR PROVENCE,564 AVENUE GABRIEL VOISIN,SALON DE PROVENCE,13300,Salon-de-Provence,04 42 47 44 53,,,,791087612,"3,441","1,400",Mme Sylvie Marnet,Personne,La location de véhicules de transport ou Inudstriels avec ou sans chauffeur et transport public routier de marchandise.,Location et location-bail de camions,7712Z,58,Marnet,
7825.,ALLIANCE PROPRETE MULTISERVICES,ROUTE DE JEAN MOULIN,SALON DE PROVENCE,13300,Salon-de-Provence,04 86 37 98 98,04 90 55 13 96,www.alliance-proprete-multiservices.com,alliance.proprete@gmail.com,499836476,"1,578","1,765",M. Patrick Corriaux,Personne,"Nettoyage industriel, multiservice aux particuliers et aux entreprises.",Nettoyage courant des bâtiments,8121Z,52,Corriaux,
5776.,ACTIONS AMBULANCIERES ASSOCIEES ET CONNEXES,275 RUE DES TAILLEURS DE PIERRES,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 56 01 01,04 90 56 13 08,,,343602819,"2,359","2,358",Mme Anne-Claire Lombardi,Personne,,Ambulances,8690A,52,Lombardi,
2395.,LABORATOIRE DE BIOLOGIE MEDICALE BRUNY MEYNARD MATTON PERRAUD,111 RUE DES FRERES J ET R KENNEDY,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 56 13 66,04 90 56 67 00,,,637380676,"5,781","5,766",M. Frederic Bruny,Personne,Laboratoire d'analyses de biologie médicale.,Laboratoires d'analyses médicales,8690B,52,Bruny,
4957.,LABORATOIRE PLUMELLE,94 BOULEVARD JEAN JAURES,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 56 33 58,,,,348113226,"2,840","2,884",M. Stephane Boulanger,Personne,,Laboratoires d'analyses médicales,8690B,49,Boulanger,
1331.,RACAMIER,ROUTE DU VALLON,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,04 90 50 66 52,04 90 50 55 18,,,408179455,"9,279","6,934",M. Patrick Racamier,Personne,Exploitation et gestion de tous biens agricoles,Culture de fruits à pépins et à noyau,0124Z,59,Racamier,
10454.,PODO-ORTHESE DE LA CRAU,RUE DU MERINOS,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,04 90 47 40 08,04 90 47 05 14,www.podo-orthese-de-la-crau.fr,podo.orthese.de.la.crau@gmail.com,352980668,918,810,M. Julien Renaudot,Personne,"Podo-orthésiste , toutes activités dérivées, annexes ou connexes, vente de chaussures médicales et tous accessoires d'orthopédie.",Fabrication de chaussures,1520Z,35,Renaudot,
3910.,HYDROTECH PROVENCE,ZONE INDUSTRIELLE BOIS DE LEUZE,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,04 90 47 22 99,04 90 47 31 00,www.hydrotech.fr,contact@hydrotech.fr,343000345,"3,675","3,866",M. Patrick Neyroud,Personne,,Réparation de machines et équipements mécaniques,2562B,59,Neyroud,
5568.,@GIRS S I,10 RUE ALBERT EINSTEIN,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,04 90 93 61 21,,,,507414266,"2,480","2,255",M. PETRA Ralph M,Personne,"Sous traitance industrielle, réalisation de marché, recherche de marché.",Réparation de machines et équipements mécaniques,3312Z,56,M,
3767.,NEGOCE PAPIER INTERNATIONAL SERVICE,5447 CHEMIN DU MAS DE PERNES,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,,,,,521857946,"3,804","2,795",M. Philippe Collomb,Personne,Négoce courtage de matières premières secondaires services et prestations d'enlèvement de bennes.,Collecte des déchets non dangereux,3811Z,53,Collomb,
2200.,BERTET,46 AVENUE MARIE CURIE,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,04 90 47 79 29,04 90 43 91 87,www.bertettp.fr,bertet.tp@wanadoo.fr,429496094,"6,229","5,608",M. Rene Bertet,Personne,"Terrassement, réalisation de travaux agricoles et para-agricoles , location de matériel s'y rapportant .",Travaux de terrassement courants et travaux préparatoires,4312A,58,Bertet,
118.,FOODEX SUD,RUE JOSEPH FOURIER,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,04 90 96 07 01,04 90 47 33 97,www.foodex.fr,info@foodex.fr,518913587,"25,628","21,895",M. Benoit Jean Maurice Cauffet,Personne,Importation et distribution de produits alimentaires japonnais.,Commerce de gros (commerce interentreprises) alimentaire spécialisé divers,4638B,48,Cauffet,
3600.,SPRING,ZONE INDUSTRIELLE DU BOIS DE LEUZE,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,04 90 47 17 66,04 90 47 23 55,www.springsubito.com,oliviersubito@free.fr,303292460,"3,988","3,217",M. Olivier Moraiti,Personne,"Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien.","Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien",4644Z,44,Moraiti,
1531.,PROWIMAT,ZONE INDUSTRIELLE DU BOIS DE LEUZE,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,04 90 47 81 90,04 90 47 81 92,www.prowimat.com,info@prowimat.fr,448269332,"8,304","7,087",M. Jean-Marc Probst,Personne,Négoce d'engins de chantier.,"Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil",4663Z,61,Probst,
888.,MAREVA PISCINES ET FILTRATIONS SA,25 AVENUE MARIE CURIE,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,04 90 47 47 90,04 90 47 95 00,www.mareva.fr,contact@mareva.fr,343738910,"12,223","11,274",M. Gerard M Legrand,Personne,"Fabrication, vente, importation de produits composés ou finis pour le traitement de l'eau, notamment l'eau de piscine , négoce régional de matériel de piscine, de filtrations, d'accessoires, de produits de désinfection, soit la branche de vente au comptoir et livraisons aux entreprises locales .",Commerce de gros (commerce interentreprises) de produits chimiques,4675Z,80,M Legrand,
1743.,OLANO PROVENCE,5 RUE GAY LUSSAC,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,04 90 96 48 36,,,,532885720,"7,555","6,661",M. Jean-Michel Olano,Personne,"Transport public routier de marchandises, service de transports publics de marchandises, notamment transport routier de marchandises sous température dirigée nécessitant une conservation par le froid, transport national et international, location avec ou sans chauffeur de véhicules industriels pour le transport de marchandises, quels qu'en soient le tonnage ou la capacité et la location de tout matériel, la réalisation d'opérations et de prestations de manutention, tri, emballage, conditionnement, reconditionnement, transformation de produits frais en produits surgelés par congélation, préparation de commandes, création, exploitation et gestion d'entrepôts frigorifiques, exploitation, location de tous entrepôts frigorifiques.",Transports routiers de fret interurbains,4941A,40,Olano,
2924.,DISTRI-TRACTION,RUE GAY LUSSAC,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,04 90 47 96 80,04 90 47 96 89,,accueil-distrimag@groupexm.com,799967443,"4,850","3,994",M. Gilles Didier Bruno Petit,Personne,,Transports routiers de fret interurbains,4941A,61,Petit,
4234.,TRANSPORTS RACHET SARL,1 RUE GAY LUSSAC,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,04 90 96 43 51,,,,340990985,"3,372","3,319",M. Pierre-Luc Rachet,Personne,"Transport routier, public ou privé de marchandises, location, entretien et réparation de tous véhicules, commissionnaire de transports.",Transports routiers de fret interurbains,4941A,30,Rachet,
5091.,ISTRANS EXPLOITATION,ZONE INDUSTRIELLE BOIS DE LEUZE,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,04 90 47 09 75,04 90 47 49 10,www.istrans.com,contact@istrans.com,480074384,"2,762","2,790",M. Jean-Philippe Benezech,Personne,"Transport routier de marchandises location de nacelles élévatrices, grues télescopiques.",Transports routiers de fret interurbains,4941A,53,Benezech,
3591.,SOCIETE MERIDIONALE DE TRANSPORT ALIMENTAIRE,9 RUE DES ARTISANS,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,04 91 88 13 13,04 91 88 19 00,,smt.alimentaire@wanadoo.fr,387776784,"3,999","3,414",M. Michel Massias,Personne,Tous transports de marchandises location de véhicules avec ou sans chauffeur stockage distribution messagerie de presse.,Transports routiers de fret de proximité,4941B,48,Massias,
4853.,CFC TRANSPORTS,8 RUE DENIS PAPIN,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,04 90 93 30 35,,,,493520480,"2,919","2,664",M. Philippe Curel,Personne,"Commissionnaire de transport et accessoirement, transporteur.",Affrètement et organisation des transports,5229B,53,Curel,
3784.,MATEN,20 AVENUE MARIE CURIE,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,,,www.maten-secomoc.com,,428674311,"3,792","2,463",M. Gilles Boudaud,Personne,"L'acquisition, la détention et la gestion de participations dans toutes sociétés. La gestion, l'achat, la vente de tout portefeuille d'actions, de parts, d'obligations et de titres de toutes sortes. Le négoce et la location de matériel industriel et équipement.",Gestion de fonds,6630Z,62,Boudaud,
1234.,LOGIPREST,ECOPOLE MAS DE LAURENT,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,04 90 47 87 11,04 90 47 87 10,www.katoennatie.com,info.fransud@katoennatie.com,432734358,"9,814","9,543",M. Dirk Walter Godelieve Michielsens,Personne,"Acquisition, administration et exploitation de tous immeubles, exploitation d'un parc photovoltaïque. Production d'électricité.",Location de terrains et d'autres biens immobiliers,6820B,55,Michielsens,
6951.,E C C R EUROPE,ZONE INDUSTRIELLE DU BOIS DE LEUZE,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,04 90 47 34 07,04 90 47 36 31,www.eccr-ingenierie.fr,,345183917,"1,868","1,607",M. Patrick Mimouni,Personne,,"Ingénierie, études techniques",7112B,57,Mimouni,
7559.,MATEN METROLOGIE,ZONE INDUSTRIELLE DU BOIS DE LEUZE,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,,,www.maten-metrologie.com,scardino@maten-metrologie.com,402782262,"1,661","1,607",M. Gilles Boudaud,Personne,"Réalisation d'opérations de mesurage afin de déterminer le volume de différents types de capacités telles que réservoirs d'hydrocarbures en raffineries ou dépôts pétroliers, autres réservoirs, citernes routières, cuves de bateaux, cuves de chaix.. Réalisation d'opérations de mesurage pour divers contrôles   Épaisseur, verticalité, rotondité.. Réalisation d'étalonnages. Réalisation de contrôles de citernes (épreuves, étanchéité) et d'autres, contrôles non destructifs, de soudures notamment. Achat et vente de pièces détachées se rapportant à l'activité.","Analyses, essais et inspections techniques",7120B,62,Boudaud,
8504.,SOCIETE AGRICOLE DE TRAVAUX D AMENAGEMENTS ET LOCATIONS,LE LUQUIER,ST MARTIN DE CRAU,13310,Saint-Martin-de-Crau,04 90 17 41 91,,,,380880880,"1,393","1,458",M. David Calviere,Personne,"Travaux agricoles, location et toutes activites annexes",Services d'aménagement paysager,8130Z,36,Calviere,
5410.,PRODEFI,26 RUE GUSTAVE EIFFEL,BOUC BEL AIR,13320,Bouc-Bel-Air,04 42 20 63 80,,,prodefi@wanadoo.fr,333673473,"2,570","2,108",M. Antulio Mendez Albaladjeo,Personne,"Tous travaux d'étude, de fabrication de montage en mécanique générale construction métallique, installation de manutention entretien de matériel industriels et équipements électriques ou automatismes s'y rattachant.","Installation de structures métalliques, chaudronnées et de tuyauterie",3320A,71,Mendez Albaladjeo,
4005.,SAM IMMOBILIER,1 RUE FREDERIC CHOPIN,BOUC BEL AIR,13320,Bouc-Bel-Air,04 42 66 01 78,,,,514953850,"3,594","2,307",M. Alain Rostan,Personne,La gestion de toute société immobilière de construction vente. La réalisation d'études économiques et techniques préalables aux opérations immobilières l'activité de promotion immobilière.,Supports juridiques de programmes,4110D,55,Rostan,
2723.,SOCIETE GENERALE DE TRAVAUX PUBLICS SUD,AVENUE DES CHABAUDS,BOUC BEL AIR,13320,Bouc-Bel-Air,04 42 22 19 19,04 42 22 38 91,www.sgtp-sud.fr,contact@sgtp-sud.fr,353552474,"5,165","4,963",M. Nicolas Zucca,Personne,"Tous travaux publics et particuliers , achat, vente, location de matériel et toutes prestations de services .",Travaux de terrassement courants et travaux préparatoires,4312A,40,Zucca,
8039.,ROMAX MEDITERRANEE,715 RUE DES ROSEAUX,BOUC BEL AIR,13320,Bouc-Bel-Air,,,,,499438562,"1,517","1,018",M. Robert M Amasialian,Personne,Mise en place entretien réparation installation plomberie chauffage climatisation ventilation mécanique.,Travaux d'installation d'eau et de gaz en tous locaux,4322A,32,M Amasialian,
6843.,A C 13,ROND POINT DE LA MOUNINE,BOUC BEL AIR,13320,Bouc-Bel-Air,04 42 69 40 00,,,,480956697,"1,911","1,824",M. Jean-Pierre Romain,Personne,"Tant en France qu'à l'étranger, négoce en gros, au détail, ainsi que la pose de systèmes de chauffage et de génie climatique.",Travaux d'installation d'équipements thermiques et de climatisation,4322B,69,Romain,
3542.,MORI-DISTRIBUTION,577 RUE DES ROSEAUX,BOUC BEL AIR,13320,Bouc-Bel-Air,04 42 22 09 60,04 42 22 18 54,www.moridistribution.com,,525326088,"4,060","5,385",M. Bruno Jacquet,Personne,Négoce de pneumatiques.,Commerce de gros d'équipements automobiles,4531Z,57,Jacquet,
3425.,MOULINS DE BACHASSON,188 RUE LOUIS LEPINE,BOUC BEL AIR,13320,Bouc-Bel-Air,04 42 64 50 76,04 42 64 51 74,,contact@bachasson.fr,391466075,"4,191","4,061",M. Richard M Guigues,Personne,"Négoce de farines, de produits céréaliers, d'articles de panification ou de viennoiserie et d'articles publicitaires s'y rattachant.",Commerce de gros (commerce interentreprises) alimentaire spécialisé divers,4638B,49,M Guigues,
1720.,PHOCEENNE DE NEGOCE,ROUTE DEPARTEMENTALE 6,BOUC BEL AIR,13320,Bouc-Bel-Air,04 42 29 51 90,04 42 20 29 68,,phoceenne-manager@orange.fr,442410957,"7,628","7,465",M. Jean-Marc M Delatouche,Personne,"Import export d'articles de bazar et tout article manufacturé. Le négoce en gros en vins et spiritueux d'alcool, vente de boissons alcoolisées à emporter.","Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien",4644Z,45,M Delatouche,
9071.,TOP COSMETIQUES,61 RUE EUGENE SCHNEIDER,BOUC BEL AIR,13320,Bouc-Bel-Air,04 42 54 76 26,04 42 54 67 90,,,450189808,"1,235","1,229",Mme Sandrine Isabel Cuetor,Personne,"Achat, vente, import-export en gros de produits de beauté, de maquillage, de cosmétiques, de soins du corps et capillaires, de produits d'hygiène et d'accessoires .",Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté,4645Z,48,Cuetor,
9530.,EURO 10,157 B AVENUE DES FRERES LUMIERE,BOUC BEL AIR,13320,Bouc-Bel-Air,04 42 61 45 15,04 42 61 24 15,www.euro10.fr,commercial@euro10.fr,402032296,"1,117","1,057",Mme Sandrine Pacchiano,Personne,Vente en gros de fournitures consommables d'informatique et de tout produit se rattachant directement ou indirectement au bazar et prise de gérance d'entreprises ou sociétés.,"Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels",4651Z,44,Pacchiano,
4029.,GIVAL-FRANCE,LES CAYOLS,BOUC BEL AIR,13320,Bouc-Bel-Air,04 42 22 21 90,,,valducci.france@wanadoo.fr,348321910,"3,569","2,962",Mme Patrizia Giorgetti,Personne,,Commerce de gros (commerce interentreprises) de matériel agricole,4661Z,57,Giorgetti,
983.,PRO VUL CO,ROUTE DE GARDANNE,BOUC BEL AIR,13320,Bouc-Bel-Air,04 42 22 69 57,04 42 61 10 83,www.provulco.com,commerce@provulco.com,421460155,"11,408","11,607",M. Patrick Boucheron,Personne,"Négoce, installation et service après vente de bande transporteuse en caoutchouc et PVC. Convoyeur pour manutention légère. Accessoires de convoyeur, rouleau, racleurs, brosses, moteurs. Fournitures industrielles.",Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,4669B,55,Boucheron,
4543.,MEDIA MESURES,990 CHEMIN DE SAUVECANNE,BOUC BEL AIR,13320,Bouc-Bel-Air,04 86 91 80 40,04 86 91 80 41,www.mediamesures.com,media@mediamesures.com,383065224,"3,143","2,588",M. Herve Renoir,Personne,Maintenance et distribution en instrumentation et automatisme.,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,4669B,52,Renoir,
806.,SOCIETE DES CALCAIRES REGIONAUX,LA SALLE,BOUC BEL AIR,13320,Bouc-Bel-Air,04 42 22 10 70,04 42 22 20 54,www.calcairesregionaux.com,,581620788,"13,046","12,044",M. Colin Bessait,Personne,"Achat stockage venté et livraison de tous matériaux de bâtiment et travaux publics, transit stockage traitement et commercialisation de tous matériaux naturels recyclés ou alternatifs/artificiels.",Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,4673A,45,Bessait,
